start_time,end_time,f_name,l_name,phone,pvt_email,type,calendar,price,is_paid,paid_online,certificate_code,notes,scheduled_on,label,scheduled_by,company_name,work_email,preferred_platforms,appointment_id,flags,emp_names_input,first_name,last_name,employee_names,nickname,short_type,company,c_per_emp,c_per_month,prepaid,starts,ends,note,bgn_per_hour,is_valid,contract_duration,concat_emp_company,total_per_emp,returns_or_not,trainer,concat_count,active_trainings_per_client,trainings_left,month,year,dayname,training_datetime,scheduled_date,training_end
2023-02-02 09:30:00,2023-02-02 10:20:00,Дуда,Бележкова,885921292,duda.belezhkova@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0.0,no,0.0,,,2023-01-25,,a trainer,Swift Systems,d.belezhkova@swift.systems.com,,973875160,,|Дуда|Бележкова|,DUDA,BELEZHKOVA,Duda Belezhkova,DUELEBEL,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,DUELEBEL|SWIFT SYSTEMS,21,more then one session,Георги Михайлов,,,,February,2023,Thursday,02-Feb-2023 09:30:00,25-Jan-2023,02-Feb-2023
2023-02-02 11:30:00,2023-02-02 12:20:00,Илиян,Ментешев,882112812,iliyan.menteshev@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0.0,no,0.0,,,2023-01-25,,a trainer,Swift Systems,i.menteshev@swift.systems.com,,973887245,,|Илиян|Ментешев|,ILIYAN,MENTESHEV,Iliyan Menteshev,ILENTMEN,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,ILENTMEN|SWIFT SYSTEMS,16,more then one session,Георги Михайлов,,,,February,2023,Thursday,02-Feb-2023 11:30:00,25-Jan-2023,02-Feb-2023
2023-02-02 12:30:00,2023-02-02 13:20:00,Хектор,Крушовска,883528082,xektor.krushovska@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0.0,no,0.0,,,2023-01-27,,a trainer,Swift Systems,x.krushovska@swift.systems.com,,975262932,,|Хектор|Крушовска|,HEKTOR,KRUSHOVSKA,Hektor Krushovska,HERUSKRU,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,HERUSKRU|SWIFT SYSTEMS,26,more then one session,Цветелина Петрова,,,,February,2023,Thursday,02-Feb-2023 12:30:00,27-Jan-2023,02-Feb-2023
2023-02-02 13:00:00,2023-02-02 13:50:00,Аглай,Количков,898201220,aglaj.kolichkov@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Веселин Стефанов | Veselin Stefanov,0.0,no,0.0,,,2023-01-13,,a client,Novex,a.kolichkov@novex.com,,966825150,,|Аглай|Количков|,AGLAY,KOLICHKOV,Aglay Kolichkov,AGOLIKOL,На живо,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,AGOLIKOL|NOVEX,9,more then one session,Веселин Стефанов,NOVEX|AGOLIKOL,9.0,3.0,February,2023,Thursday,02-Feb-2023 13:00:00,13-Jan-2023,02-Feb-2023
2023-02-02 15:00:00,2023-02-02 15:50:00,Luke,Mayer,899321552,luke.mayer@yandex.ru,Novex: Онлайн тренинг за лидери|Online leadership training,Любомира Иванова | Lyubomira Ivanova,0.0,no,0.0,,,2023-01-27,,a client,Novex,l.mayer@novex.com,Zoom,975245909,,|Luke|Mayer|,LUKE,MAYER,Luke Mayer,LUAYEMAY,Онлайн,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,LUAYEMAY|NOVEX,6,more then one session,Любомира Иванова,NOVEX|LUAYEMAY,6.0,6.0,February,2023,Thursday,02-Feb-2023 15:00:00,27-Jan-2023,02-Feb-2023
2023-02-02 17:00:00,2023-02-02 17:50:00,Ясен,Кьоров,359882121321,yasen.kaorov@abv.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0.0,no,0.0,,,2023-01-30,,a client,Novex,y.kaorov@novex.com,,976955371,"9,",|Ясен|Кьоров|,YASEN,KYOROV,Yasen Kyorov,YAYORKAO,На живо,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,YAYORKAO|NOVEX,12,more then one session,Михаил Димитров,NOVEX|YAYORKAO,12.0,0.0,February,2023,Thursday,02-Feb-2023 17:00:00,30-Jan-2023,02-Feb-2023
2023-02-02 18:00:00,2023-02-02 18:50:00,Cameron,Solomon,890210222,cameron.solomon@yahoo.co.uk,Prodigy: Онлайн тренинг за лидери,Калина Петрова | Kalina Petrova,0.0,no,0.0,,,2023-01-17,,a client,Vortex,c.solomon@vortex.com,Zoom,969019657,,|Cameron|Solomon|,CAMERON,SOLOMON,Cameron Solomon,CAOLOSOL,Онлайн,PRODIGY,6.0,1.0,0.0,2022-07-01,30-Nov-2022,,40.0,1.0,152 days,CAOLOSOL|PRODIGY,3,more then one session,Калина Петрова,,,,February,2023,Thursday,02-Feb-2023 18:00:00,17-Jan-2023,02-Feb-2023
2023-02-02 18:00:00,2023-02-02 18:50:00,Кети,Докова,893122212,keti.dokova@abv.bg,ModernTech: Онлайн тренинг за лидери | Online leadership training,София Димитрова | Sofia Dimitrova,0.0,no,0.0,,,2023-01-31,,a client,ModernTech,k.dokova@moderntech.com,Google Meet,977596453,,|Кети|Докова|,KETI,DOKOVA,Keti Dokova,KEOKODOK,Онлайн,MODERNTECH,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,KEOKODOK|MODERNTECH,7,more then one session,София Димитрова,,,,February,2023,Thursday,02-Feb-2023 18:00:00,31-Jan-2023,02-Feb-2023
2023-02-02 19:00:00,2023-02-02 19:50:00,Ширко,Клатикрушев,885521133,shirko.klatikrushev@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Радослав Иванов | Radoslav Ivanov,0.0,no,0.0,,,2023-01-31,,client logged in asshirko.klatikrushev@yahoo.com,Swift Systems,s.klatikrushev@swift.systems.com,,977552699,,|Ширко|Клатикрушев|,SHIRKO,KLATIKRUSHEV,Shirko Klatikrushev,SHLATKLA,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,SHLATKLA|SWIFT SYSTEMS,38,more then one session,Радослав Иванов,,,,February,2023,Thursday,02-Feb-2023 19:00:00,31-Jan-2023,02-Feb-2023
2023-02-03 10:00:00,2023-02-03 10:50:00,Diya,Flynn,359899908252,diya.flynn@msn.com,Novex: Онлайн тренинг за лидери|Online leadership training,Калина Петрова | Kalina Petrova,0.0,no,0.0,,,2023-01-31,,a client,Novex,diya.flynn@msn.com,Zoom,977583449,,|Diya|Flynn|,DIYA,FLYNN,Diya Flynn,DILYNIYA,Онлайн,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,DILYNIYA|NOVEX,5,more then one session,Калина Петрова,NOVEX|DILYNIYA,5.0,7.0,February,2023,Friday,03-Feb-2023 10:00:00,31-Jan-2023,03-Feb-2023
2023-02-03 17:00:00,2023-02-03 17:50:00,Биню,Катърова,885120082,binyu.katarova@yahoo.com,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,Калина Петрова | Kalina Petrova,0.0,no,0.0,,,2023-02-02,,a client,SunriseCorp,b.katarova@sunrisecorp.com,,979050108,,|Биню|Катърова|,BINYU,KATAROVA,Binyu Katarova,BIATAKAT,На живо,SUNRISECORP,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,BIATAKAT|SUNRISECORP,3,more then one session,Калина Петрова,,,,February,2023,Friday,03-Feb-2023 17:00:00,02-Feb-2023,03-Feb-2023
2023-02-04 10:30:00,2023-02-04 11:20:00,Айдемир,Месаров,882200011,ajdemir.mesarov@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Камен Георгиев | Kamen Georgiev,0.0,no,0.0,,,2023-01-21,,a client,Novex,a.mesarov@novex.com,,971830739,,|Айдемир|Месаров|,AYDEMIR,MESAROV,Aydemir Mesarov,AYESAMES,На живо,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,AYESAMES|NOVEX,9,more then one session,Камен Георгиев,NOVEX|AYESAMES,9.0,3.0,February,2023,Saturday,04-Feb-2023 10:30:00,21-Jan-2023,04-Feb-2023
2023-02-04 14:00:00,2023-02-04 14:50:00,Койно,Певецова,359885031511,kojno.pevecova@yahoo.com,Novex: Тренинг за лидери на живо | Leadership training in person,Камен Георгиев | Kamen Georgiev,0.0,no,0.0,,,2023-01-31,,a client,Novex,k.pevecova@novex.com,,977554840,,|Койно|Певецова|,KOYNO,PEVETSOVA,Koyno Pevetsova,KOEVEPEV,На живо,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,KOEVEPEV|NOVEX,5,more then one session,Камен Георгиев,NOVEX|KOEVEPEV,5.0,7.0,February,2023,Saturday,04-Feb-2023 14:00:00,31-Jan-2023,04-Feb-2023
2023-02-05 14:00:00,2023-02-05 14:50:00,Севда,Първанова,811091551,sevda.parvanova@abv.bg,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,Камен Георгиев | Kamen Georgiev,0.0,no,0.0,,,2023-01-20,,a client,SunriseCorp,s.parvanova@sunrisecorp.com,,971023552,,|Севда|Първанова|,SEVDA,PARVANOVA,Sevda Parvanova,SEARVPAR,На живо,SUNRISECORP,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,SEARVPAR|SUNRISECORP,3,more then one session,Камен Георгиев,,,,February,2023,Sunday,05-Feb-2023 14:00:00,20-Jan-2023,05-Feb-2023
2023-02-05 17:00:00,2023-02-05 17:50:00,Георгица,Чупетловска,812200201,georgica.chupetlovska@yahoo.com,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,София Димитрова | Sofia Dimitrova,0.0,no,0.0,,,2023-02-02,,a client,SunriseCorp,g.chupetlovska@sunrisecorp.com,"Zoom, Skype, Viber",979125773,,|Георгица|Чупетловска|,GEORGITSA,CHUPETLOVSKA,Georgitsa Chupetlovska,GEHUPCHU,Онлайн,SUNRISECORP,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,GEHUPCHU|SUNRISECORP,3,more then one session,София Димитрова,,,,February,2023,Sunday,05-Feb-2023 17:00:00,02-Feb-2023,05-Feb-2023
2023-02-06 12:00:00,2023-02-06 12:50:00,Пато,Скринска,888898932,pato.skrinska@abv.bg,Zetron: Онлайн тренинг за лидери | Online leadership training,Камен Георгиев | Kamen Georgiev,0.0,no,0.0,,,2023-02-01,,a client,Zetron,p.skrinska@zetron.com,"Zoom, Google Meet",978319601,,|Пато|Скринска|,PATO,SKRINSKA,Pato Skrinska,PAKRISKR,Онлайн,ZETRON,2.0,0.0,0.0,2022-06-01,31-Dec-2022,1,50.0,1.0,213 days,PAKRISKR|ZETRON,5,more then one session,Камен Георгиев,,,,February,2023,Monday,06-Feb-2023 12:00:00,01-Feb-2023,06-Feb-2023
2023-02-06 12:30:00,2023-02-06 13:20:00,Флори,Топчийски,898200122,flori.topchijski@gmail.com,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,Радослава Димитрова | Radoslava Dimitrova,0.0,no,0.0,,,2023-01-23,,a client,SunriseCorp,flori.topchijski@gmail.com,"Zoom, Viber, Google Meet",972454103,,|Флори|Топчийски|,FLORI,TOPCHIYSKI,Flori Topchiyski,FLOPCLOR,Онлайн,SUNRISECORP,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,FLOPCLOR|SUNRISECORP,1,only one session,Радослава Димитрова,,,,February,2023,Monday,06-Feb-2023 12:30:00,23-Jan-2023,06-Feb-2023
2023-02-06 17:00:00,2023-02-06 17:50:00,Nash,Harding,359819132229,nash.harding@msn.com,ModernTech: Тренинг за лидери на живо | Leadership training in person,Калина Петрова | Kalina Petrova,0.0,no,0.0,,,2023-01-30,,a client,ModernTech,n.harding@moderntech.com,,977195340,,|Nash|Harding|,NASH,HARDING,Nash Harding,NAARDHAR,На живо,MODERNTECH,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,NAARDHAR|MODERNTECH,23,more then one session,Калина Петрова,,,,February,2023,Monday,06-Feb-2023 17:00:00,30-Jan-2023,06-Feb-2023
2023-02-06 18:00:00,2023-02-06 18:50:00,Павлинчо,Куртакова,359818125925,pavlincho.kurtakova@abv.bg,Novex: Онлайн тренинг за лидери|Online leadership training,София Димитрова | Sofia Dimitrova,0.0,no,0.0,,,2023-02-01,,a client,Novex,pavlincho.kurtakova@abv.bg,Viber,978292430,,|Павлинчо|Куртакова|,PAVLINCHO,KURTAKOVA,Pavlincho Kurtakova,PAURTAVL,Онлайн,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,PAURTAVL|NOVEX,10,more then one session,София Димитрова,NOVEX|PAURTAVL,10.0,2.0,February,2023,Monday,06-Feb-2023 18:00:00,01-Feb-2023,06-Feb-2023
2023-02-07 10:00:00,2023-02-07 10:50:00,Matthew,Park,882112111,matthew.park@gmail.com,Novex: Онлайн тренинг за лидери|Online leadership training,Калина Петрова | Kalina Petrova,0.0,no,0.0,,,2023-02-03,,a client,Novex,matthew.park@gmail.com,Zoom,979906824,,|Matthew|Park|,MATTHEW,PARK,Matthew Park,MAARKATT,Онлайн,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,MAARKATT|NOVEX,6,more then one session,Калина Петрова,NOVEX|MAARKATT,6.0,6.0,February,2023,Tuesday,07-Feb-2023 10:00:00,03-Feb-2023,07-Feb-2023
2023-02-07 12:00:00,2023-02-07 12:50:00,Янеслав,Кодуков,881011382,yaneslav.kodukov@yahoo.com,Novex: Тренинг за лидери на живо | Leadership training in person,Веселин Стефанов | Veselin Stefanov,0.0,no,0.0,,,2023-01-29,,a client,Novex,y.kodukov@novex.com,,976416531,,|Янеслав|Кодуков|,YANESLAV,KODUKOV,Yaneslav Kodukov,YAODUKOD,На живо,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,YAODUKOD|NOVEX,2,more then one session,Веселин Стефанов,NOVEX|YAODUKOD,2.0,10.0,February,2023,Tuesday,07-Feb-2023 12:00:00,29-Jan-2023,07-Feb-2023
2023-02-07 14:30:00,2023-02-07 15:20:00,Хрисо,Габровлиева,889532182,xriso.gabrovlieva@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Веселин Стефанов | Veselin Stefanov,0.0,no,0.0,,,2023-01-25,,a trainer,,,,973868230,"2,",|Хрисо|Габровлиева|,HRISO,GABROVLIEVA,Hriso Gabrovlieva,HRABRRIS,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,HRABRRIS|SWIFT SYSTEMS,15,more then one session,Веселин Стефанов,,,,February,2023,Tuesday,07-Feb-2023 14:30:00,25-Jan-2023,07-Feb-2023
2023-02-07 16:00:00,2023-02-07 16:50:00,Izabelle,Castro,895203903,izabelle.castro@gmail.com,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0.0,no,0.0,,,2023-01-23,,a client,SunriseCorp,i.castro@sunrisecorp.com,Zoom,972425064,,|Izabelle|Castro|,IZABELLE,CASTRO,Izabelle Castro,IZASTCAS,Онлайн,SUNRISECORP,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,IZASTCAS|SUNRISECORP,1,only one session,Георги Михайлов,,,,February,2023,Tuesday,07-Feb-2023 16:00:00,23-Jan-2023,07-Feb-2023
2023-02-07 16:00:00,2023-02-07 16:50:00,Георги,Парашкевов,888811192,georgi.parashkevov@mail.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Димитър Георгиев | Dimitar Georgiev,0.0,no,0.0,,,2023-01-31,,a client,Swift Systems,g.parashkevov@swift.systems.com,Viber,977549271,,|Георги|Парашкевов|,GEORGI,PARASHKEVOV,Georgi Parashkevov,GEARAPAR,Онлайн,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,GEARAPAR|SWIFT SYSTEMS,47,more then one session,Димитър Георгиев,,,,February,2023,Tuesday,07-Feb-2023 16:00:00,31-Jan-2023,07-Feb-2023
2023-02-07 16:30:00,2023-02-07 17:20:00,Angela,Miranda,882222093,angela.miranda@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Теодора Йорданова | Teodora Yordanova,0.0,no,0.0,,,2023-01-30,,a client,Swift Systems,a.miranda@swift.systems.com,,976736299,,|Angela|Miranda|,ANGELA,MIRANDA,Angela Miranda,ANIRAMIR,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,ANIRAMIR|SWIFT SYSTEMS,40,more then one session,Теодора Йорданова,,,,February,2023,Tuesday,07-Feb-2023 16:30:00,30-Jan-2023,07-Feb-2023
2023-02-07 18:30:00,2023-02-07 19:20:00,Carter,Hanson,393229510223,carter.hanson@yahoo.co.uk,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,Радослав Иванов | Radoslav Ivanov,0.0,no,0.0,,,2023-02-02,,a client,iNdigo,c.hanson@indigo.com,Skype,979062749,,|Carter|Hanson|,CARTER,HANSON,Carter Hanson,CAANSHAN,Онлайн,INDIGO,5.0,0.0,0.0,2021-11-15,15-Nov-2022,online only,50.0,1.0,365 days,CAANSHAN|INDIGO,1,only one session,Радослав Иванов,,,,February,2023,Tuesday,07-Feb-2023 18:30:00,02-Feb-2023,07-Feb-2023
2023-02-08 09:00:00,2023-02-08 09:50:00,Macie,Jefferson,885222200,macie.jefferson@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Жана Иванова | Zhana Ivanova,0.0,no,0.0,,,2023-02-01,,a client,Swift Systems,m.jefferson@swift.systems.com,,978292190,,|Macie|Jefferson|,MACIE,JEFFERSON,Macie Jefferson,MAEFFJEF,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,MAEFFJEF|SWIFT SYSTEMS,14,more then one session,Жана Иванова,,,,February,2023,Wednesday,08-Feb-2023 09:00:00,01-Feb-2023,08-Feb-2023
2023-02-08 10:00:00,2023-02-08 10:50:00,Шино,Яназов,883210110,shino.yanazov@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0.0,no,0.0,,,2023-01-20,,a trainer,BlueNova,s.yanazov@bluenova.com,,971015150,,|Шино|Яназов|,SHINO,YANAZOV,Shino Yanazov,SHANAYAN,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,SHANAYAN|SWIFT SYSTEMS,23,more then one session,Георги Михайлов,,,,February,2023,Wednesday,08-Feb-2023 10:00:00,20-Jan-2023,08-Feb-2023
2023-02-08 11:00:00,2023-02-08 11:50:00,Derick,Mcbride,895129282,derick.mcbride@yandex.ru,Novex: Тренинг за лидери на живо | Leadership training in person,Валентинка Петкова | Valentinaka Petkova,0.0,no,0.0,,,2023-02-03,,a client,Novex,d.mcbride@novex.com,,979808115,,|Derick|Mcbride|,DERICK,MCBRIDE,Derick Mcbride,DECBRMCB,На живо,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,DECBRMCB|NOVEX,4,more then one session,Валентинка Петкова,NOVEX|DECBRMCB,4.0,8.0,February,2023,Wednesday,08-Feb-2023 11:00:00,03-Feb-2023,08-Feb-2023
