training_datetime,dayname,month,year,nickname,employee_names,company,trainer,short_type,bgn_per_hour,concat_emp_company,total_per_emp,trainings_left,returns_or_not,flags,phone,pvt_email,work_email,scheduled_date,type,emp_names_input,is_valid
02-Feb-2023 12:30:00,Thursday,February,2023,HERUSKRU,Hektor Krushovska,SWIFT SYSTEMS,Цветелина Петрова,На живо,50.0,HERUSKRU|SWIFT SYSTEMS,26,,more then one session,,883528082,xektor.krushovska@mail.bg,x.krushovska@swift.systems.com,27-Jan-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Хектор|Крушовска|,1.0
02-Feb-2023 13:00:00,Thursday,February,2023,AGOLIKOL,Aglay Kolichkov,NOVEX,Веселин Стефанов,На живо,50.0,AGOLIKOL|NOVEX,9,3.0,more then one session,,898201220,aglaj.kolichkov@mail.bg,a.kolichkov@novex.com,13-Jan-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Аглай|Количков|,1.0
02-Feb-2023 15:00:00,Thursday,February,2023,LUAYEMAY,Luke Mayer,NOVEX,Любомира Иванова,Онлайн,50.0,LUAYEMAY|NOVEX,6,6.0,more then one session,,899321552,luke.mayer@yandex.ru,l.mayer@novex.com,27-Jan-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Luke|Mayer|,1.0
02-Feb-2023 17:00:00,Thursday,February,2023,YAYORKAO,Yasen Kyorov,NOVEX,Михаил Димитров,На живо,50.0,YAYORKAO|NOVEX,12,0.0,more then one session,"9,",359882121321,yasen.kaorov@abv.bg,y.kaorov@novex.com,30-Jan-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Ясен|Кьоров|,1.0
02-Feb-2023 18:00:00,Thursday,February,2023,CAOLOSOL,Cameron Solomon,PRODIGY,Калина Петрова,Онлайн,40.0,CAOLOSOL|PRODIGY,3,,more then one session,,890210222,cameron.solomon@yahoo.co.uk,c.solomon@vortex.com,17-Jan-2023,Prodigy: Онлайн тренинг за лидери,|Cameron|Solomon|,1.0
02-Feb-2023 18:00:00,Thursday,February,2023,KEOKODOK,Keti Dokova,MODERNTECH,София Димитрова,Онлайн,40.0,KEOKODOK|MODERNTECH,7,,more then one session,,893122212,keti.dokova@abv.bg,k.dokova@moderntech.com,31-Jan-2023,ModernTech: Онлайн тренинг за лидери | Online leadership training,|Кети|Докова|,1.0
02-Feb-2023 19:00:00,Thursday,February,2023,SHLATKLA,Shirko Klatikrushev,SWIFT SYSTEMS,Радослав Иванов,На живо,50.0,SHLATKLA|SWIFT SYSTEMS,38,,more then one session,,885521133,shirko.klatikrushev@yahoo.com,s.klatikrushev@swift.systems.com,31-Jan-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Ширко|Клатикрушев|,1.0
03-Feb-2023 10:00:00,Friday,February,2023,DILYNIYA,Diya Flynn,NOVEX,Калина Петрова,Онлайн,50.0,DILYNIYA|NOVEX,5,7.0,more then one session,,359899908252,diya.flynn@msn.com,diya.flynn@msn.com,31-Jan-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Diya|Flynn|,1.0
03-Feb-2023 17:00:00,Friday,February,2023,BIATAKAT,Binyu Katarova,SUNRISECORP,Калина Петрова,На живо,40.0,BIATAKAT|SUNRISECORP,3,,more then one session,,885120082,binyu.katarova@yahoo.com,b.katarova@sunrisecorp.com,02-Feb-2023,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,|Биню|Катърова|,1.0
04-Feb-2023 10:30:00,Saturday,February,2023,AYESAMES,Aydemir Mesarov,NOVEX,Камен Георгиев,На живо,50.0,AYESAMES|NOVEX,9,3.0,more then one session,,882200011,ajdemir.mesarov@mail.bg,a.mesarov@novex.com,21-Jan-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Айдемир|Месаров|,1.0
04-Feb-2023 14:00:00,Saturday,February,2023,KOEVEPEV,Koyno Pevetsova,NOVEX,Камен Георгиев,На живо,50.0,KOEVEPEV|NOVEX,5,7.0,more then one session,,359885031511,kojno.pevecova@yahoo.com,k.pevecova@novex.com,31-Jan-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Койно|Певецова|,1.0
05-Feb-2023 14:00:00,Sunday,February,2023,SEARVPAR,Sevda Parvanova,SUNRISECORP,Камен Георгиев,На живо,40.0,SEARVPAR|SUNRISECORP,3,,more then one session,,811091551,sevda.parvanova@abv.bg,s.parvanova@sunrisecorp.com,20-Jan-2023,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,|Севда|Първанова|,1.0
05-Feb-2023 17:00:00,Sunday,February,2023,GEHUPCHU,Georgitsa Chupetlovska,SUNRISECORP,София Димитрова,Онлайн,40.0,GEHUPCHU|SUNRISECORP,3,,more then one session,,812200201,georgica.chupetlovska@yahoo.com,g.chupetlovska@sunrisecorp.com,02-Feb-2023,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,|Георгица|Чупетловска|,1.0
06-Feb-2023 12:00:00,Monday,February,2023,PAKRISKR,Pato Skrinska,ZETRON,Камен Георгиев,Онлайн,50.0,PAKRISKR|ZETRON,5,,more then one session,,888898932,pato.skrinska@abv.bg,p.skrinska@zetron.com,01-Feb-2023,Zetron: Онлайн тренинг за лидери | Online leadership training,|Пато|Скринска|,1.0
06-Feb-2023 12:30:00,Monday,February,2023,FLOPCLOR,Flori Topchiyski,SUNRISECORP,Радослава Димитрова,Онлайн,40.0,FLOPCLOR|SUNRISECORP,1,,only one session,,898200122,flori.topchijski@gmail.com,flori.topchijski@gmail.com,23-Jan-2023,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,|Флори|Топчийски|,1.0
06-Feb-2023 17:00:00,Monday,February,2023,NAARDHAR,Nash Harding,MODERNTECH,Калина Петрова,На живо,40.0,NAARDHAR|MODERNTECH,23,,more then one session,,359819132229,nash.harding@msn.com,n.harding@moderntech.com,30-Jan-2023,ModernTech: Тренинг за лидери на живо | Leadership training in person,|Nash|Harding|,1.0
06-Feb-2023 18:00:00,Monday,February,2023,PAURTAVL,Pavlincho Kurtakova,NOVEX,София Димитрова,Онлайн,50.0,PAURTAVL|NOVEX,10,2.0,more then one session,,359818125925,pavlincho.kurtakova@abv.bg,pavlincho.kurtakova@abv.bg,01-Feb-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Павлинчо|Куртакова|,1.0
07-Feb-2023 10:00:00,Tuesday,February,2023,MAARKATT,Matthew Park,NOVEX,Калина Петрова,Онлайн,50.0,MAARKATT|NOVEX,6,6.0,more then one session,,882112111,matthew.park@gmail.com,matthew.park@gmail.com,03-Feb-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Matthew|Park|,1.0
07-Feb-2023 12:00:00,Tuesday,February,2023,YAODUKOD,Yaneslav Kodukov,NOVEX,Веселин Стефанов,На живо,50.0,YAODUKOD|NOVEX,2,10.0,more then one session,,881011382,yaneslav.kodukov@yahoo.com,y.kodukov@novex.com,29-Jan-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Янеслав|Кодуков|,1.0
07-Feb-2023 14:30:00,Tuesday,February,2023,HRABRRIS,Hriso Gabrovlieva,SWIFT SYSTEMS,Веселин Стефанов,На живо,50.0,HRABRRIS|SWIFT SYSTEMS,15,,more then one session,"2,",889532182,xriso.gabrovlieva@mail.bg,,25-Jan-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Хрисо|Габровлиева|,1.0
07-Feb-2023 16:00:00,Tuesday,February,2023,IZASTCAS,Izabelle Castro,SUNRISECORP,Георги Михайлов,Онлайн,40.0,IZASTCAS|SUNRISECORP,1,,only one session,,895203903,izabelle.castro@gmail.com,i.castro@sunrisecorp.com,23-Jan-2023,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,|Izabelle|Castro|,1.0
07-Feb-2023 16:00:00,Tuesday,February,2023,GEARAPAR,Georgi Parashkevov,SWIFT SYSTEMS,Димитър Георгиев,Онлайн,50.0,GEARAPAR|SWIFT SYSTEMS,47,,more then one session,,888811192,georgi.parashkevov@mail.bg,g.parashkevov@swift.systems.com,31-Jan-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Георги|Парашкевов|,1.0
07-Feb-2023 16:30:00,Tuesday,February,2023,ANIRAMIR,Angela Miranda,SWIFT SYSTEMS,Теодора Йорданова,На живо,50.0,ANIRAMIR|SWIFT SYSTEMS,40,,more then one session,,882222093,angela.miranda@yahoo.co.uk,a.miranda@swift.systems.com,30-Jan-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Angela|Miranda|,1.0
07-Feb-2023 18:30:00,Tuesday,February,2023,CAANSHAN,Carter Hanson,INDIGO,Радослав Иванов,Онлайн,50.0,CAANSHAN|INDIGO,1,,only one session,,393229510223,carter.hanson@yahoo.co.uk,c.hanson@indigo.com,02-Feb-2023,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,|Carter|Hanson|,1.0
08-Feb-2023 09:00:00,Wednesday,February,2023,MAEFFJEF,Macie Jefferson,SWIFT SYSTEMS,Жана Иванова,На живо,50.0,MAEFFJEF|SWIFT SYSTEMS,14,,more then one session,,885222200,macie.jefferson@yahoo.co.uk,m.jefferson@swift.systems.com,01-Feb-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Macie|Jefferson|,1.0
08-Feb-2023 10:00:00,Wednesday,February,2023,SHANAYAN,Shino Yanazov,SWIFT SYSTEMS,Георги Михайлов,На живо,50.0,SHANAYAN|SWIFT SYSTEMS,23,,more then one session,,883210110,shino.yanazov@yahoo.com,s.yanazov@bluenova.com,20-Jan-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Шино|Яназов|,1.0
08-Feb-2023 11:00:00,Wednesday,February,2023,DECBRMCB,Derick Mcbride,NOVEX,Валентинка Петкова,На живо,50.0,DECBRMCB|NOVEX,4,8.0,more then one session,,895129282,derick.mcbride@yandex.ru,d.mcbride@novex.com,03-Feb-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Derick|Mcbride|,1.0
08-Feb-2023 13:00:00,Wednesday,February,2023,PERUSKRU,Petriyka Krushovska,SUNRISECORP,Валентинка Петкова,На живо,40.0,PERUSKRU|SUNRISECORP,3,,more then one session,,888998028,petrijka.krushovska@mail.bg,p.krushovska@sunrisecorp.com,02-Feb-2023,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,|Петрийка|Крушовска|,1.0
08-Feb-2023 14:30:00,Wednesday,February,2023,TORADGRA,Todorin Gradinarova,QUANTUMPEAK,Георги Михайлов,На живо,40.0,TORADGRA|QUANTUMPEAK,4,16.0,more then one session,,811212213,todorin.gradinarova@yahoo.com,t.gradinarova@quantumpeak.com,07-Feb-2023,QuantumPeak:Тренинг за лидери на живо | Leadership training in person,|Тодорин|Градинарова|,1.0
08-Feb-2023 15:30:00,Wednesday,February,2023,MIATEPAT,Mimoza Patechkova,NOVEX,Веселин Стефанов,Онлайн,50.0,MIATEPAT|NOVEX,37,-25.0,more then one session,"9,",883323212,mimoza.patechkova@gmail.com,m.patechkova@novex.com,25-Jan-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Мимоза|Пътечкова|,1.0
08-Feb-2023 16:00:00,Wednesday,February,2023,MAOBEBOB,Margarit Bobev,ZETRON,Валентинка Петкова,На живо,50.0,MAOBEBOB|ZETRON,5,,more then one session,,888121512,margarit.bobev@gmail.com,m.bobev@zetron.com,26-Jan-2023,Zetron: Тренинг за лидери на живо | Leadership training in person,|Маргарит|Бобев|,1.0
08-Feb-2023 16:00:00,Wednesday,February,2023,FULANSLA,Fuga Slaninkova,NOVEX,Калина Петрова,Онлайн,50.0,FULANSLA|NOVEX,11,1.0,more then one session,"9,",883312022,fuga.slaninkova@abv.bg,f.slaninkova@novex.com,06-Feb-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Фуга|Сланинкова|,1.0
08-Feb-2023 16:30:00,Wednesday,February,2023,MIATEPAT,Mimoza Patechkova,NOVEX,Веселин Стефанов,Онлайн,50.0,MIATEPAT|NOVEX,37,-25.0,more then one session,"9,",883323212,mimoza.patechkova@gmail.com,m.patechkova@novex.com,25-Jan-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Мимоза|Пътечкова|,1.0
08-Feb-2023 16:30:00,Wednesday,February,2023,ZANOGMNO,Zaharinka Mnogoznaeva,SWIFT SYSTEMS,Цветелина Петрова,На живо,50.0,ZANOGMNO|SWIFT SYSTEMS,24,,more then one session,,888102255,zaxarinka.mnogoznaeva@yahoo.com,z.mnogoznaeva@swift.systems.com,03-Feb-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Захаринка|Многознаева|,1.0
08-Feb-2023 17:00:00,Wednesday,February,2023,ZVIMOLIM,Zvezdislav Limonadov,MODERNTECH,Димитър Петров,На живо,40.0,ZVIMOLIM|MODERNTECH,15,,more then one session,,883328221,zvezdislav.limonadov@mail.bg,z.limonadov@moderntech.com,03-Feb-2023,ModernTech: Тренинг за лидери на живо | Leadership training in person,|Звездислав|Лимонадов|,1.0
08-Feb-2023 18:00:00,Wednesday,February,2023,ALHDRLEK,Aleksandrina Zhdrakov,NOVEX,Димитър Петров,На живо,50.0,ALHDRLEK|NOVEX,4,8.0,more then one session,,359882281922,aleksandrina.zhdrakov@yahoo.com,aleksandrina.zhdrakov@yahoo.com,12-Jan-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Александрина|Ждраков|,1.0
08-Feb-2023 18:00:00,Wednesday,February,2023,HEUSTAUS,Heaven Austin,INDIGO,Жана Иванова,Онлайн,50.0,HEUSTAUS|INDIGO,2,,more then one session,,812892313,heaven.austin@gmail.com,h.austin@indigo.com,30-Jan-2023,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,|Heaven|Austin|,1.0
08-Feb-2023 18:30:00,Wednesday,February,2023,PEELEEJO,Peyolina Belezhkova,SWIFT SYSTEMS,София Димитрова,Онлайн,50.0,PEELEEJO|SWIFT SYSTEMS,10,,more then one session,,883353102,pejolina.belezhkova@abv.bg,pejolina.belezhkova@abv.bg,07-Feb-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Пейолина|Бележкова|,1.0
08-Feb-2023 20:00:00,Wednesday,February,2023,SHLATKLA,Shirko Klatikrushev,SWIFT SYSTEMS,Радослав Иванов,На живо,50.0,SHLATKLA|SWIFT SYSTEMS,38,,more then one session,,885521133,shirko.klatikrushev@yahoo.com,s.klatikrushev@swift.systems.com,03-Feb-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Ширко|Клатикрушев|,1.0
09-Feb-2023 08:30:00,Thursday,February,2023,STUKUKUK,Stoimena Kukuryashkov,SWIFT SYSTEMS,Георги Михайлов,На живо,50.0,STUKUKUK|SWIFT SYSTEMS,21,,more then one session,,889133322,stoimena.kukuryashkov@abv.bg,s.kukuryashkov@swift.systems.com,06-Feb-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Стоимена|Кукуряшков|,1.0
09-Feb-2023 09:30:00,Thursday,February,2023,PAHANCHA,Paige Chan,NOVEX,Радослав Иванов,На живо,50.0,PAHANCHA|NOVEX,5,7.0,more then one session,,359819023102,paige.chan@yandex.ru,p.chan@novex.com,31-Jan-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Paige|Chan|,1.0
09-Feb-2023 10:00:00,Thursday,February,2023,KLATAKAT,Klara Katarova,NOVEX,Калина Петрова,Онлайн,50.0,KLATAKAT|NOVEX,8,5.0,more then one session,,359812210222,klara.katarova@abv.bg,k.katarova@novex.com,25-Jan-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Клара|Катърова|,1.0
09-Feb-2023 12:00:00,Thursday,February,2023,PRAKOYAK,Prostisveta Yakov,NOVEX,Георги Михайлов,На живо,50.0,PRAKOYAK|NOVEX,3,9.0,more then one session,,811221151,prostisveta.yakov@gmail.com,p.yakov@novex.com,26-Jan-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Простисвета|Яков|,1.0
09-Feb-2023 13:30:00,Thursday,February,2023,HERUSKRU,Hektor Krushovska,SWIFT SYSTEMS,Цветелина Петрова,На живо,50.0,HERUSKRU|SWIFT SYSTEMS,26,,more then one session,,883528082,xektor.krushovska@mail.bg,x.krushovska@swift.systems.com,03-Feb-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Хектор|Крушовска|,1.0
09-Feb-2023 13:30:00,Thursday,February,2023,DUELEBEL,Duda Belezhkova,SWIFT SYSTEMS,Георги Михайлов,Онлайн,50.0,DUELEBEL|SWIFT SYSTEMS,21,,more then one session,,885921292,duda.belezhkova@abv.bg,d.belezhkova@swift.systems.com,06-Feb-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Дуда|Бележкова|,1.0
09-Feb-2023 14:30:00,Thursday,February,2023,SHANAYAN,Shino Yanazov,SWIFT SYSTEMS,Георги Михайлов,Онлайн,50.0,SHANAYAN|SWIFT SYSTEMS,23,,more then one session,,883210110,shino.yanazov@yahoo.com,s.yanazov@bluenova.com,06-Feb-2023,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Шино|Яназов|,1.0
09-Feb-2023 15:00:00,Thursday,February,2023,LUAYEMAY,Luke Mayer,NOVEX,Любомира Иванова,Онлайн,50.0,LUAYEMAY|NOVEX,6,6.0,more then one session,,899321552,luke.mayer@yandex.ru,l.mayer@novex.com,02-Feb-2023,Novex: Онлайн тренинг за лидери|Online leadership training,|Luke|Mayer|,1.0
09-Feb-2023 15:00:00,Thursday,February,2023,ANIRAMIR,Angela Miranda,SWIFT SYSTEMS,Валентинка Петкова,На живо,50.0,ANIRAMIR|SWIFT SYSTEMS,40,,more then one session,,882222093,angela.miranda@yahoo.co.uk,a.miranda@swift.systems.com,07-Feb-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Angela|Miranda|,1.0
09-Feb-2023 16:00:00,Thursday,February,2023,DECBRMCB,Derick Mcbride,NOVEX,Валентинка Петкова,На живо,50.0,DECBRMCB|NOVEX,4,8.0,more then one session,,895129282,derick.mcbride@yandex.ru,d.mcbride@novex.com,03-Feb-2023,Novex: Тренинг за лидери на живо | Leadership training in person,|Derick|Mcbride|,1.0
09-Feb-2023 16:30:00,Thursday,February,2023,ZAODOXXX,Zafa Todorova,TEST,Михаил Димитров,На живо,0.0,ZAODOXXX|TEST,3,,more then one session,"2,3,4,",,,,31-Jan-2023,Test: Тренинг за лидери на живо | Leadership training in person,|Зафа|Тодорова|,0.0
09-Feb-2023 18:00:00,Thursday,February,2023,GIONDPON,Giko Pondyov,SWIFT SYSTEMS,Димитър Петров,На живо,50.0,GIONDPON|SWIFT SYSTEMS,27,,more then one session,,892821911,giko.pondaov@abv.bg,g.pondaov@swift.systems.com,30-Jan-2023,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Гико|Пондьов|,1.0
09-Feb-2023 18:00:00,Thursday,February,2023,KEOKODOK,Keti Dokova,MODERNTECH,София Димитрова,Онлайн,40.0,KEOKODOK|MODERNTECH,7,,more then one session,,893122212,keti.dokova@abv.bg,k.dokova@moderntech.com,05-Feb-2023,ModernTech: Онлайн тренинг за лидери | Online leadership training,|Кети|Докова|,1.0
09-Feb-2023 19:00:00,Thursday,February,2023,ISELLSLA,Isla Bell,КОУЧИНГ И СЕБЕРАЗВИТИЕ НА ЖИВО,Теодора Йорданова,На живо,0.0,ISELLSLA|КОУЧИНГ И СЕБЕРАЗВИТИЕ НА ЖИВО,1,,only one session,"2,",892301913,isla.bell@yahoo.co.uk,,26-Jan-2023,Коучинг и себеразвитие на живо,|Isla|Bell|,0.0
09-Feb-2023 19:00:00,Thursday,February,2023,FLHERCHE,Flaviya Chervenkova,SUNRISECORP,Ангела Петкова,Онлайн,40.0,FLHERCHE|SUNRISECORP,3,,more then one session,,882930050,flaviya.chervenkova@abv.bg,f.chervenkova@sunrisecorp.com,06-Feb-2023,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,|Флавия|Червенкова|,1.0
09-Feb-2023 19:00:00,Thursday,February,2023,GEHUPCHU,Georgitsa Chupetlovska,SUNRISECORP,София Димитрова,Онлайн,40.0,GEHUPCHU|SUNRISECORP,3,,more then one session,,812200201,georgica.chupetlovska@yahoo.com,g.chupetlovska@sunrisecorp.com,08-Feb-2023,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,|Георгица|Чупетловска|,1.0
10-Feb-2023 13:00:00,Friday,February,2023,PAANGAVI,Paviliya Mangafova,SUNRISECORP,Жана Иванова,Онлайн,40.0,PAANGAVI|SUNRISECORP,4,,more then one session,,818221225,paviliya.mangafova@yahoo.com,paviliya.mangafova@yahoo.com,30-Jan-2023,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,|Павилия|Мангъфова|,1.0
10-Feb-2023 13:00:00,Friday,February,2023,AGSHLASH,Agustin Ashley,SUNRISECORP,Валентинка Петкова,На живо,40.0,AGSHLASH|SUNRISECORP,5,,more then one session,,889332922,agustin.ashley@yahoo.co.uk,a.ashley@sunrisecorp.com,02-Feb-2023,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,|Agustin|Ashley|,1.0
10-Feb-2023 13:30:00,Friday,February,2023,PAKRISKR,Pato Skrinska,ZETRON,Камен Георгиев,Онлайн,50.0,PAKRISKR|ZETRON,5,,more then one session,,888898932,pato.skrinska@abv.bg,p.skrinska@zetron.com,06-Feb-2023,Zetron: Онлайн тренинг за лидери | Online leadership training,|Пато|Скринска|,1.0
10-Feb-2023 15:00:00,Friday,February,2023,GAILLMIL,Gavin Miller,WISEWAY,Калина Петрова,Онлайн,50.0,GAILLMIL|WISEWAY,5,,more then one session,,891052039,gavin.miller@msn.com,g.miller@wiseway.com,09-Feb-2023,WiseWay: Онлайн тренинг за лидери | Online leadership training,|Gavin|Miller|,1.0
11-Feb-2023 11:00:00,Saturday,February,2023,ANONTMON,Antoalina Montyanov,SUNRISECORP,София Димитрова,Онлайн,40.0,ANONTMON|SUNRISECORP,4,,more then one session,,882230828,antoalina.montyanov@gmail.com,a.montyanov@sunrisecorp.com,07-Feb-2023,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,|Антоалина|Монтянов|,1.0
12-Feb-2023 13:00:00,Sunday,February,2023,VIARKYAR,Vinetu Yarkova,WISEWAY,Камен Георгиев,На живо,50.0,VIARKYAR|WISEWAY,7,,more then one session,,882988220,vinetu.yarkova@abv.bg,v.yarkova@wiseway.com,09-Feb-2023,WiseWay: Тренинг за лидери на живо | Leadership training in person,|Винету|Яркова|,1.0
13-Feb-2023 11:00:00,Monday,February,2023,PAILEMIL,Paraskev Milenkov,SUNRISECORP,Георги Михайлов,На живо,40.0,PAILEMIL|SUNRISECORP,2,,more then one session,,819819818,paraskev.milenkov@abv.bg,p.milenkov@sunrisecorp.com,07-Feb-2023,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,|Параскев|Миленков|,1.0
