start_time,end_time,f_name,l_name,phone,pvt_email,type,calendar,price,is_paid,paid_online,certificate_code,notes,scheduled_on,label,scheduled_by,company_name,work_email,preferred_platforms,appointment_id,flags,emp_names_input,first_name,last_name,employee_names,nickname,short_type,company,c_per_emp,c_per_month,prepaid,starts,ends,note,bgn_per_hour,is_valid,contract_duration,concat_emp_company,total_per_emp,returns_or_not,trainer,concat_count,active_trainings_per_client,trainings_left,month,year,dayname,training_datetime,scheduled_date,training_end
2023-03-02 09:30:00,2023-03-02 10:20:00,Щедра,Точева-Клопова,882313532,shhedra.tocheva-klopova@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0.0,no,0.0,,,2023-02-25,,a trainer,Swift Systems,s.tocheva-klopova@swift.systems.com,,993285469,,|Щедра|Точева-Клопова|,SHTEDRA,TOCHEVA-KLOPOVA,Shtedra Tocheva-Klopova,SHOCHTOC,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,SHOCHTOC|SWIFT SYSTEMS,13,more then one session,Георги Михайлов,,,,March,2023,Thursday,02-Mar-2023 09:30:00,25-Feb-2023,02-Mar-2023
2023-03-02 10:00:00,2023-03-02 10:50:00,Jaiden,Hodge,881112112,jaiden.hodge@yahoo.co.uk,WiseWay: Тренинг за лидери на живо | Leadership training in person,Радослав Иванов | Radoslav Ivanov,0.0,no,0.0,,,2023-02-28,,a client,WiseWay,j.hodge@wiseway.com,,995044520,,|Jaiden|Hodge|,JAIDEN,HODGE,Jaiden Hodge,JAODGHOD,На живо,WISEWAY,6.0,0.0,0.0,2022-02-01,31-Jan-2023,,50.0,1.0,364 days,JAODGHOD|WISEWAY,5,more then one session,Радослав Иванов,,,,March,2023,Thursday,02-Mar-2023 10:00:00,28-Feb-2023,02-Mar-2023
2023-03-02 11:30:00,2023-03-02 12:20:00,Мимоза,Пътечкова,883323212,mimoza.patechkova@gmail.com,Novex: Онлайн тренинг за лидери|Online leadership training,Веселин Стефанов | Veselin Stefanov,0.0,no,0.0,,,2023-02-21,,client logged in asmimoza.patechkova@gmail.com,Novex,m.patechkova@novex.com,"Zoom, Viber",990422055,"9,",|Мимоза|Пътечкова|,MIMOZA,PATECHKOVA,Mimoza Patechkova,MIATEPAT,Онлайн,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,MIATEPAT|NOVEX,37,more then one session,Веселин Стефанов,NOVEX|MIATEPAT,37.0,-25.0,March,2023,Thursday,02-Mar-2023 11:30:00,21-Feb-2023,02-Mar-2023
2023-03-02 11:30:00,2023-03-02 12:20:00,Илиян,Ментешев,882112812,iliyan.menteshev@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0.0,no,0.0,,,2023-02-25,,a trainer,Swift Systems,i.menteshev@swift.systems.com,,993285164,,|Илиян|Ментешев|,ILIYAN,MENTESHEV,Iliyan Menteshev,ILENTMEN,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,ILENTMEN|SWIFT SYSTEMS,16,more then one session,Георги Михайлов,,,,March,2023,Thursday,02-Mar-2023 11:30:00,25-Feb-2023,02-Mar-2023
2023-03-02 13:00:00,2023-03-02 13:50:00,Хектор,Крушовска,883528082,xektor.krushovska@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0.0,no,0.0,,,2023-02-24,,a trainer,Swift Systems,x.krushovska@swift.systems.com,,992612762,,|Хектор|Крушовска|,HEKTOR,KRUSHOVSKA,Hektor Krushovska,HERUSKRU,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,HERUSKRU|SWIFT SYSTEMS,26,more then one session,Цветелина Петрова,,,,March,2023,Thursday,02-Mar-2023 13:00:00,24-Feb-2023,02-Mar-2023
2023-03-02 14:30:00,2023-03-02 15:20:00,Дуда,Бележкова,885921292,duda.belezhkova@abv.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0.0,no,0.0,,,2023-02-25,,a trainer,Swift Systems,d.belezhkova@swift.systems.com,Viber,993285036,,|Дуда|Бележкова|,DUDA,BELEZHKOVA,Duda Belezhkova,DUELEBEL,Онлайн,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,DUELEBEL|SWIFT SYSTEMS,21,more then one session,Георги Михайлов,,,,March,2023,Thursday,02-Mar-2023 14:30:00,25-Feb-2023,02-Mar-2023
2023-03-02 15:30:00,2023-03-02 16:20:00,Хрисо,Габровлиева,889532182,xriso.gabrovlieva@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Веселин Стефанов | Veselin Stefanov,0.0,no,0.0,,,2023-02-21,,a trainer,,,,990472418,"2,",|Хрисо|Габровлиева|,HRISO,GABROVLIEVA,Hriso Gabrovlieva,HRABRRIS,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,HRABRRIS|SWIFT SYSTEMS,15,more then one session,Веселин Стефанов,,,,March,2023,Thursday,02-Mar-2023 15:30:00,21-Feb-2023,02-Mar-2023
2023-03-02 16:30:00,2023-03-02 17:20:00,Gavin,Miller,891052039,gavin.miller@msn.com,WiseWay: Онлайн тренинг за лидери | Online leadership training,Калина Петрова | Kalina Petrova,0.0,no,0.0,,,2023-02-26,,a client,WiseWay,g.miller@wiseway.com,Zoom,993698680,,|Gavin|Miller|,GAVIN,MILLER,Gavin Miller,GAILLMIL,Онлайн,WISEWAY,6.0,0.0,0.0,2022-02-01,31-Jan-2023,,50.0,1.0,364 days,GAILLMIL|WISEWAY,5,more then one session,Калина Петрова,,,,March,2023,Thursday,02-Mar-2023 16:30:00,26-Feb-2023,02-Mar-2023
2023-03-02 17:00:00,2023-03-02 17:50:00,Ясен,Кьоров,359882121321,yasen.kaorov@abv.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0.0,no,0.0,,,2023-02-27,,a client,Novex,yasen.kaorov@abv.bg,,994266357,,|Ясен|Кьоров|,YASEN,KYOROV,Yasen Kyorov,YAYORASE,На живо,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,YAYORASE|NOVEX,1,only one session,Михаил Димитров,NOVEX|YAYORASE,1.0,11.0,March,2023,Thursday,02-Mar-2023 17:00:00,27-Feb-2023,02-Mar-2023
2023-03-02 17:30:00,2023-03-02 18:20:00,Арсена,Градинарова,892313110,arsena.gradinarova@yahoo.com,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Калина Петрова | Kalina Petrova,0.0,no,0.0,,,2023-02-22,,client logged in asarsena.gradinarova@yahoo.com,Swift Systems,a.gradinarova@swift.systems.com,Google Meet,991452503,,|Арсена|Градинарова|,ARSENA,GRADINAROVA,Arsena Gradinarova,ARRADGRA,Онлайн,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,ARRADGRA|SWIFT SYSTEMS,6,more then one session,Калина Петрова,,,,March,2023,Thursday,02-Mar-2023 17:30:00,22-Feb-2023,02-Mar-2023
2023-03-02 19:00:00,2023-03-02 19:50:00,Isla,Bell,892301913,isla.bell@yahoo.co.uk,WiseWay: Тренинг за лидери на живо | Leadership training in person,Теодора Йорданова | Teodora Yordanova,0.0,no,0.0,,,2023-01-26,,a trainer,,,,974820920,"2,",|Isla|Bell|,ISLA,BELL,Isla Bell,ISELLSLA,На живо,WISEWAY,6.0,0.0,0.0,2022-02-01,31-Jan-2023,,50.0,1.0,364 days,ISELLSLA|WISEWAY,5,more then one session,Теодора Йорданова,,,,March,2023,Thursday,02-Mar-2023 19:00:00,26-Jan-2023,02-Mar-2023
2023-03-04 10:30:00,2023-03-04 11:20:00,Айдемир,Месаров,882200011,ajdemir.mesarov@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Камен Георгиев | Kamen Georgiev,0.0,no,0.0,,,2023-02-04,,a client,Novex,a.mesarov@novex.com,,980547886,,|Айдемир|Месаров|,AYDEMIR,MESAROV,Aydemir Mesarov,AYESAMES,На живо,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,AYESAMES|NOVEX,9,more then one session,Камен Георгиев,NOVEX|AYESAMES,9.0,3.0,March,2023,Saturday,04-Mar-2023 10:30:00,04-Feb-2023,04-Mar-2023
2023-03-05 14:00:00,2023-03-05 14:50:00,Cristal,Chandler,898512822,cristal.chandler@yahoo.co.uk,Zetron: Тренинг за лидери на живо | Leadership training in person,Камен Георгиев | Kamen Georgiev,0.0,no,0.0,,,2023-01-23,,a client,,c.chandler@.com,,972806137,,|Cristal|Chandler|,CRISTAL,CHANDLER,Cristal Chandler,CRHANCHA,На живо,ZETRON,2.0,0.0,0.0,2022-06-01,31-Dec-2022,1,50.0,1.0,213 days,CRHANCHA|ZETRON,3,more then one session,Камен Георгиев,,,,March,2023,Sunday,05-Mar-2023 14:00:00,23-Jan-2023,05-Mar-2023
2023-03-06 10:00:00,2023-03-06 10:50:00,Amirah,Hood,818523212,amirah.hood@yandex.ru,ModernTech: Тренинг за лидери на живо | Leadership training in person,Калина Петрова | Kalina Petrova,0.0,no,0.0,,,2023-03-01,,a client,ModernTech,a.hood@moderntech.com,,995977652,,|Amirah|Hood|,AMIRAH,HOOD,Amirah Hood,AMOODHOO,На живо,MODERNTECH,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,AMOODHOO|MODERNTECH,4,more then one session,Калина Петрова,,,,March,2023,Monday,06-Mar-2023 10:00:00,01-Mar-2023,06-Mar-2023
2023-03-06 11:30:00,2023-03-06 12:20:00,Пепелота,Мангъфова,359889211222,pepelota.mangafova@gmail.com,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0.0,no,0.0,,,2023-02-24,,a client,SunriseCorp,p.mangafova@sunrisecorp.com,,992700969,,|Пепелота|Мангъфова|,PEPELOTA,MANGAFOVA,Pepelota Mangafova,PEANGMAN,На живо,SUNRISECORP,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,PEANGMAN|SUNRISECORP,2,more then one session,Георги Михайлов,,,,March,2023,Monday,06-Mar-2023 11:30:00,24-Feb-2023,06-Mar-2023
2023-03-06 15:00:00,2023-03-06 15:50:00,Ламби,Чуканов,,lambi.chukanov@mail.bg,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0.0,no,0.0,,,2023-02-24,,a trainer,,,,992682191,"2,",|Ламби|Чуканов|,LAMBI,CHUKANOV,Lambi Chukanov,LAHUKAMB,Онлайн,ОНЛАЙН КОУЧИНГ,0.0,0.0,0.0,1920-01-01,01-Jan-1920,,0.0,0.0,0 days,LAHUKAMB|ОНЛАЙН КОУЧИНГ,12,more then one session,Теодора Йорданова,,,,March,2023,Monday,06-Mar-2023 15:00:00,24-Feb-2023,06-Mar-2023
2023-03-06 15:30:00,2023-03-06 16:20:00,Lorena,Mcdonald,359882252532,lorena.mcdonald@gmail.com,Agile Ideas: Онлайн тренинг за лидери | Online leadership training,Радослав Иванов | Radoslav Ivanov,0.0,no,0.0,,,2023-02-27,,a client,Agile Ideas,l.mcdonald@agile.ideas.com,Google Meet,994235087,,|Lorena|Mcdonald|,LORENA,MCDONALD,Lorena Mcdonald,LOCDOMCD,Онлайн,AGILE IDEAS,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,55.0,1.0,0 days,LOCDOMCD|AGILE IDEAS,2,more then one session,Радослав Иванов,,,,March,2023,Monday,06-Mar-2023 15:30:00,27-Feb-2023,06-Mar-2023
2023-03-06 18:00:00,2023-03-06 18:50:00,Nash,Harding,359818132229,nash.harding@msn.com,ModernTech: Тренинг за лидери на живо | Leadership training in person,Калина Петрова | Kalina Petrova,0.0,no,0.0,,,2023-02-20,,a client,ModernTech,n.harding@moderntech.com,,989897898,,|Nash|Harding|,NASH,HARDING,Nash Harding,NAARDHAR,На живо,MODERNTECH,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,NAARDHAR|MODERNTECH,23,more then one session,Калина Петрова,,,,March,2023,Monday,06-Mar-2023 18:00:00,20-Feb-2023,06-Mar-2023
2023-03-06 18:00:00,2023-03-06 18:50:00,Кети,Докова,893122212,keti.dokova@abv.bg,ModernTech: Онлайн тренинг за лидери | Online leadership training,София Димитрова | Sofia Dimitrova,0.0,no,0.0,,,2023-02-27,,a client,ModernTech,k.dokova@moderntech.com,Google Meet,994703033,,|Кети|Докова|,KETI,DOKOVA,Keti Dokova,KEOKODOK,Онлайн,MODERNTECH,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,KEOKODOK|MODERNTECH,7,more then one session,София Димитрова,,,,March,2023,Monday,06-Mar-2023 18:00:00,27-Feb-2023,06-Mar-2023
2023-03-07 08:30:00,2023-03-07 09:20:00,Лянка,Илиева,885201535,lyanka.ilieva@yahoo.com,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0.0,no,0.0,,,2023-03-01,,a trainer,Swift Systems,l.ilieva@swift.systems.com,Google Meet,995817158,,|Лянка|Илиева|,LYANKA,ILIEVA,Lyanka Ilieva,LYLIEILI,Онлайн,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,LYLIEILI|SWIFT SYSTEMS,22,more then one session,Георги Михайлов,,,,March,2023,Tuesday,07-Mar-2023 08:30:00,01-Mar-2023,07-Mar-2023
2023-03-07 09:00:00,2023-03-07 09:50:00,Явора,Вакрилов,888510102,yavora.vakrilov@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Веселин Стефанов | Veselin Stefanov,0.0,no,0.0,,,2023-02-17,,a trainer,,,,988411517,"2,",|Явора|Вакрилов|,YAVORA,VAKRILOV,Yavora Vakrilov,YAAKRAVO,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,YAAKRAVO|SWIFT SYSTEMS,18,more then one session,Веселин Стефанов,,,,March,2023,Tuesday,07-Mar-2023 09:00:00,17-Feb-2023,07-Mar-2023
2023-03-07 09:30:00,2023-03-07 10:20:00,Яким,Бобев,889132521,yakim.bobev@mail.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0.0,no,0.0,,,2023-03-01,,a client,Swift Systems,y.bobev@swift.systems.com,,995858746,,|Яким|Бобев|,YAKIM,BOBEV,Yakim Bobev,YAOBEBOB,Онлайн,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,YAOBEBOB|SWIFT SYSTEMS,13,more then one session,Георги Михайлов,,,,March,2023,Tuesday,07-Mar-2023 09:30:00,01-Mar-2023,07-Mar-2023
2023-03-07 16:00:00,2023-03-07 16:50:00,Севда,Таралингова,888552132,sevda.taralingova@yahoo.com,SunriseCorp: Тренинг за лидери на живо | Leadership training in person,Жана Иванова | Zhana Ivanova,0.0,no,0.0,,,2023-03-05,,a client,SunriseCorp,s.taralingova@sunrisecorp.com,,998404258,,|Севда|Таралингова|,SEVDA,TARALINGOVA,Sevda Taralingova,SEARATAR,На живо,SUNRISECORP,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,SEARATAR|SUNRISECORP,2,more then one session,Жана Иванова,,,,March,2023,Tuesday,07-Mar-2023 16:00:00,05-Mar-2023,07-Mar-2023
2023-03-07 16:00:00,2023-03-07 16:50:00,Дуда,Бележкова,885921292,duda.belezhkova@abv.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0.0,no,0.0,,,2023-03-06,,a trainer,Swift Systems,d.belezhkova@swift.systems.com,,998798812,,|Дуда|Бележкова|,DUDA,BELEZHKOVA,Duda Belezhkova,DUELEBEL,Онлайн,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,DUELEBEL|SWIFT SYSTEMS,21,more then one session,Георги Михайлов,,,,March,2023,Tuesday,07-Mar-2023 16:00:00,06-Mar-2023,07-Mar-2023
2023-03-07 18:00:00,2023-03-07 18:50:00,Пейолина,Бележкова,883353102,pejolina.belezhkova@abv.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,София Димитрова | Sofia Dimitrova,0.0,no,0.0,,,2023-03-03,,a client,Swift Systems,pejolina.belezhkova@abv.bg,,997569677,,|Пейолина|Бележкова|,PEYOLINA,BELEZHKOVA,Peyolina Belezhkova,PEELEEJO,Онлайн,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,PEELEEJO|SWIFT SYSTEMS,10,more then one session,София Димитрова,,,,March,2023,Tuesday,07-Mar-2023 18:00:00,03-Mar-2023,07-Mar-2023
2023-03-07 18:30:00,2023-03-07 19:20:00,Сисоя,Васовa,,,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0.0,no,0.0,,,2023-03-04,,a trainer,,,,997828797,"2,3,4,",|Сисоя|Васовa|,SISOYA,VASOVA,Sisoya Vasova,SIASOXXX,Онлайн,ОНЛАЙН КОУЧИНГ,0.0,0.0,0.0,1920-01-01,01-Jan-1920,,0.0,0.0,0 days,SIASOXXX|ОНЛАЙН КОУЧИНГ,4,more then one session,Теодора Йорданова,,,,March,2023,Tuesday,07-Mar-2023 18:30:00,04-Mar-2023,07-Mar-2023
2023-03-07 19:00:00,2023-03-07 19:50:00,Антоалина,Монтянов,882230828,antoalina.montyanov@gmail.com,SunriseCorp: Онлайн тренинг за лидери | Online leadership training,София Димитрова | Sofia Dimitrova,0.0,no,0.0,,,2023-03-06,,a client,SunriseCorp,a.montyanov@sunrisecorp.com,,998906655,,|Антоалина|Монтянов|,ANTOALINA,MONTYANOV,Antoalina Montyanov,ANONTMON,Онлайн,SUNRISECORP,9999.0,0.0,0.0,1920-01-01,01-Jan-1920,,40.0,1.0,0 days,ANONTMON|SUNRISECORP,4,more then one session,София Димитрова,,,,March,2023,Tuesday,07-Mar-2023 19:00:00,06-Mar-2023,07-Mar-2023
2023-03-08 10:00:00,2023-03-08 10:50:00,Шино,Яназов,883210110,shino.yanazov@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0.0,no,0.0,,,2023-03-01,,a trainer,,,,995817382,"2,",|Шино|Яназов|,SHINO,YANAZOV,Shino Yanazov,SHANAHIN,На живо,SWIFT SYSTEMS,9999.0,0.0,0.0,2022-04-01,30-Sep-2022,,50.0,1.0,182 days,SHANAHIN|SWIFT SYSTEMS,4,more then one session,Георги Михайлов,,,,March,2023,Wednesday,08-Mar-2023 10:00:00,01-Mar-2023,08-Mar-2023
2023-03-08 12:00:00,2023-03-08 12:50:00,Виктория,Певецова,898291921,viktoriya.pevecova@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Георгиев | Dimitar Georgiev,0.0,no,0.0,,,2023-03-06,,a client,Novex,v.pevecova@novex.com,,998846859,"9,",|Виктория|Певецова|,VIKTORIYA,PEVETSOVA,Viktoriya Pevetsova,VIEVEPEV,На живо,NOVEX,12.0,0.0,0.0,2022-04-01,31-Mar-2023,,50.0,1.0,364 days,VIEVEPEV|NOVEX,15,more then one session,Димитър Георгиев,NOVEX|VIEVEPEV,15.0,-3.0,March,2023,Wednesday,08-Mar-2023 12:00:00,06-Mar-2023,08-Mar-2023
